flower_name,id,Human Presence,Blurry,file_path,NIQE_score,Contains Other Taxa
Bellis perennis,12666,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_12666.jpeg,3.1884547387696958,No
Bellis perennis,12684,No,No,D:\iNaturalist\test_3000\Bellis_perennis_12684.jpg,3.5071017836312897,No
Bellis perennis,1269,No,No,D:\iNaturalist\test_3000\Bellis_perennis_1269.jpg,4.324588066158808,No
Bellis perennis,12844,No,No,D:\iNaturalist\test_3000\Bellis_perennis_12844.jpg,3.9511987183097954,No
Bellis perennis,13071,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13071.jpg,3.3882586211648387,No
Bellis perennis,13180,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13180.jpeg,3.4239500476648126,No
Bellis perennis,13240,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13240.jpeg,4.237727458966119,No
Bellis perennis,13312,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13312.jpg,3.780827316121,No
Bellis perennis,13550,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13550.jpg,4.588558890662269,No
Bellis perennis,13551,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13551.jpeg,3.820978480588508,No
Bellis perennis,13615,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13615.jpg,3.327554153596467,No
Bellis perennis,13625,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13625.jpg,5.083489838524679,No
Bellis perennis,13682,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13682.jpg,3.941772492333268,No
Bellis perennis,13718,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13718.jpeg,4.16913401000127,No
Bellis perennis,13740,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13740.jpeg,3.1572591498166216,No
Bellis perennis,13756,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13756.jpeg,4.369399399619094,No
Bellis perennis,1377,No,No,D:\iNaturalist\test_3000\Bellis_perennis_1377.jpeg,5.21830619766621,No
Bellis perennis,13770,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13770.jpeg,2.673545890975562,No
Bellis perennis,13837,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13837.jpg,2.8565751351756554,Yes
Bellis perennis,13857,No,No,D:\iNaturalist\test_3000\Bellis_perennis_13857.jpg,4.211456214778065,No
Bellis perennis,14109,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14109.jpg,3.7343390879381473,No
Bellis perennis,14207,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14207.jpg,3.601679115249177,No
Bellis perennis,14289,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14289.jpeg,4.12332553327791,No
Bellis perennis,14373,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14373.jpg,4.286373273867546,No
Bellis perennis,14571,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14571.jpg,3.5232406536954537,Yes
Bellis perennis,14613,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14613.jpeg,3.1458652537380245,No
Bellis perennis,14637,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14637.jpeg,3.642373857078332,No
Bellis perennis,14688,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14688.jpeg,4.2056690284911005,Yes
Bellis perennis,14742,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14742.jpg,3.8113851057429895,No
Bellis perennis,14782,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14782.jpg,3.494234384502199,No
Bellis perennis,14815,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14815.jpeg,4.237737481786327,No
Bellis perennis,14819,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14819.jpeg,3.5338353422886675,Yes
Bellis perennis,14834,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14834.jpeg,3.8946953363279553,No
Bellis perennis,14847,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14847.jpeg,4.327100423554091,No
Bellis perennis,14861,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14861.jpg,4.472539640621872,No
Bellis perennis,14983,No,No,D:\iNaturalist\test_3000\Bellis_perennis_14983.jpeg,3.9130601308978656,No
Bellis perennis,1499,No,No,D:\iNaturalist\test_3000\Bellis_perennis_1499.jpeg,3.422192177869446,No
Bellis perennis,15139,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15139.jpeg,3.4551199902546577,No
Bellis perennis,15213,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15213.jpg,4.152841143050828,No
Bellis perennis,15389,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15389.jpeg,4.066701222278516,No
Bellis perennis,15394,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15394.jpeg,4.926107946216209,No
Bellis perennis,15589,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15589.jpeg,3.842112930165245,No
Bellis perennis,15709,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15709.jpeg,5.389828921590582,No
Bellis perennis,15843,No,No,D:\iNaturalist\test_3000\Bellis_perennis_15843.jpeg,3.655650848364858,No
Bellis perennis,16019,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16019.jpeg,4.5326245149850815,No
Bellis perennis,16027,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16027.jpg,4.202927527134115,No
Bellis perennis,16126,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16126.jpg,4.071860319782321,Yes
Bellis perennis,16140,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_16140.jpeg,4.27114554663846,Yes
Bellis perennis,16254,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16254.jpg,6.120953318242809,No
Bellis perennis,16593,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16593.jpeg,3.2434600202249846,No
Bellis perennis,16700,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16700.jpg,3.691959258415316,No
Bellis perennis,1677,No,No,D:\iNaturalist\test_3000\Bellis_perennis_1677.jpeg,4.052070383579266,Yes
Bellis perennis,16803,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16803.jpg,5.412873389255188,No
Bellis perennis,16893,No,No,D:\iNaturalist\test_3000\Bellis_perennis_16893.jpg,4.459717701040516,No
Bellis perennis,17029,No,Yes,D:\iNaturalist\test_3000\Bellis_perennis_17029.jpg,5.2436589925131845,Yes
Bellis perennis,17142,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17142.jpg,3.978113382261293,No
Bellis perennis,17240,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17240.jpg,4.803396299824704,No
Bellis perennis,17247,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17247.jpg,4.349066197811301,Yes
Bellis perennis,17261,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17261.jpeg,4.103277311607782,No
Bellis perennis,1727,No,No,D:\iNaturalist\test_3000\Bellis_perennis_1727.jpeg,3.676887501217623,Yes
Bellis perennis,17314,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17314.jpg,4.286038431441085,No
Bellis perennis,17387,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17387.jpg,4.747207009606059,No
Bellis perennis,17423,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17423.jpg,4.085899892758008,No
Bellis perennis,17433,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17433.jpg,4.827512674142217,No
Bellis perennis,1745,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_1745.jpg,3.459621816033687,No
Bellis perennis,17521,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17521.jpg,4.130081184111169,No
Bellis perennis,176,No,Yes,D:\iNaturalist\test_3000\Bellis_perennis_176.jpg,5.5179634244236535,No
Bellis perennis,17628,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17628.jpeg,3.855404927324365,Yes
Bellis perennis,17698,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17698.jpeg,4.173429053312105,No
Bellis perennis,17740,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17740.jpg,4.340133956736373,No
Bellis perennis,17751,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17751.jpg,4.2126714775175245,No
Bellis perennis,17835,No,No,D:\iNaturalist\test_3000\Bellis_perennis_17835.jpeg,5.7004815868504,No
Bellis perennis,18030,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18030.jpg,3.708998352995771,No
Bellis perennis,18395,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18395.jpg,4.514563218484176,No
Bellis perennis,18454,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18454.jpeg,4.795398081081483,No
Bellis perennis,18660,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18660.jpg,3.3873547372058423,No
Bellis perennis,18704,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18704.jpeg,4.665768357932676,No
Bellis perennis,18791,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18791.jpeg,4.66035530319809,No
Bellis perennis,18813,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18813.jpg,4.102875846052123,No
Bellis perennis,18840,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18840.jpg,3.1111399534700244,No
Bellis perennis,18889,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18889.jpeg,3.1527064306959813,No
Bellis perennis,18962,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18962.jpeg,3.3544556631205804,No
Bellis perennis,18964,No,No,D:\iNaturalist\test_3000\Bellis_perennis_18964.jpeg,6.734061529528836,No
Bellis perennis,18966,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_18966.jpg,2.431440036691316,No
Bellis perennis,19249,No,No,D:\iNaturalist\test_3000\Bellis_perennis_19249.jpg,2.6013811623859846,No
Bellis perennis,19401,No,No,D:\iNaturalist\test_3000\Bellis_perennis_19401.jpeg,2.356891883101932,No
Bellis perennis,19433,No,No,D:\iNaturalist\test_3000\Bellis_perennis_19433.jpeg,3.538444539538744,Yes
Bellis perennis,19492,No,No,D:\iNaturalist\test_3000\Bellis_perennis_19492.jpeg,4.511024370099417,Yes
Bellis perennis,1955,No,No,D:\iNaturalist\test_3000\Bellis_perennis_1955.jpg,3.5423167194609007,No
Bellis perennis,19550,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_19550.jpeg,5.347799720926337,Yes
Bellis perennis,19582,No,No,D:\iNaturalist\test_3000\Bellis_perennis_19582.jpeg,6.146371270401619,No
Bellis perennis,19648,No,No,D:\iNaturalist\test_3000\Bellis_perennis_19648.jpg,3.769110188747851,Yes
Bellis perennis,19762,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_19762.jpg,3.413799724064338,Yes
Bellis perennis,20006,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20006.jpeg,4.077439498011036,No
Bellis perennis,20035,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20035.jpg,2.9308824590051765,No
Bellis perennis,20138,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20138.jpg,5.210349521872837,Yes
Bellis perennis,20151,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20151.jpeg,4.295978551301938,No
Bellis perennis,20169,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20169.jpeg,5.229539870485662,No
Bellis perennis,20228,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20228.jpg,3.6139425604474193,No
Bellis perennis,2024,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2024.jpg,3.0194661052681155,No
Bellis perennis,20340,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_20340.jpeg,4.80473356075922,No
Bellis perennis,20473,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20473.jpeg,3.3736275168177983,No
Bellis perennis,20480,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20480.jpg,3.973532682188943,Yes
Bellis perennis,20689,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20689.jpeg,5.881005488133702,No
Bellis perennis,20692,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20692.jpeg,3.7315246878857256,Yes
Bellis perennis,20754,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20754.jpg,4.459893081602421,Yes
Bellis perennis,20789,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20789.jpg,3.4954085199520457,No
Bellis perennis,20806,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_20806.jpeg,4.99005197808073,No
Bellis perennis,20921,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20921.jpg,3.8187072827070456,Yes
Bellis perennis,20998,No,No,D:\iNaturalist\test_3000\Bellis_perennis_20998.jpeg,4.870645977680073,No
Bellis perennis,21174,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21174.jpeg,3.188689901349776,Yes
Bellis perennis,21195,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21195.jpeg,4.321294430171735,No
Bellis perennis,21229,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21229.jpeg,3.0159838703012665,Yes
Bellis perennis,21285,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21285.jpg,2.4077452656768643,No
Bellis perennis,21388,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21388.jpeg,3.7563176586257807,No
Bellis perennis,21399,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21399.jpeg,4.151572072522656,Yes
Bellis perennis,21458,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21458.jpeg,4.388968805279863,No
Bellis perennis,21478,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21478.jpeg,3.259306789282862,No
Bellis perennis,21481,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21481.jpeg,3.9178274987735313,No
Bellis perennis,21703,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21703.jpeg,2.806053655475044,Yes
Bellis perennis,21955,No,No,D:\iNaturalist\test_3000\Bellis_perennis_21955.jpeg,4.4870203611055945,No
Bellis perennis,22022,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22022.jpg,2.7419111542044905,No
Bellis perennis,22148,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22148.jpeg,2.76868942698312,Yes
Bellis perennis,2226,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2226.jpeg,3.494330278114404,No
Bellis perennis,22293,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22293.jpg,5.338483723716703,No
Bellis perennis,22616,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22616.jpeg,3.238703915213417,Yes
Bellis perennis,22638,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22638.jpeg,4.6189041308180245,Yes
Bellis perennis,22701,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22701.jpeg,5.708310658282897,Yes
Bellis perennis,22771,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22771.jpg,3.7494887782803055,No
Bellis perennis,2281,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2281.jpeg,4.023888187965249,No
Bellis perennis,22902,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22902.jpg,5.237303208356898,No
Bellis perennis,22936,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22936.jpeg,3.106986895270385,Yes
Bellis perennis,22982,No,No,D:\iNaturalist\test_3000\Bellis_perennis_22982.jpeg,4.143671927400611,No
Bellis perennis,23073,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23073.jpeg,2.8573512767023064,No
Bellis perennis,23118,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23118.jpeg,3.789303455125476,Yes
Bellis perennis,23133,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23133.jpg,3.190705393562435,No
Bellis perennis,23225,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23225.jpeg,4.235908924980815,No
Bellis perennis,23237,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23237.jpeg,5.69727858527352,No
Bellis perennis,23295,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23295.jpg,2.839818191502034,No
Bellis perennis,23453,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23453.jpg,4.188133479154132,No
Bellis perennis,23603,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23603.jpeg,3.106881711051822,No
Bellis perennis,23634,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23634.jpeg,2.507635443966464,No
Bellis perennis,23667,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23667.jpg,3.283366832840961,No
Bellis perennis,23934,No,No,D:\iNaturalist\test_3000\Bellis_perennis_23934.jpeg,4.171720135830485,Yes
Bellis perennis,24003,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24003.jpg,3.5261499288667464,No
Bellis perennis,2403,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2403.jpg,4.983222791967763,Yes
Bellis perennis,24086,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24086.jpeg,4.843486334523497,No
Bellis perennis,24095,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24095.jpeg,4.201952956795442,No
Bellis perennis,24125,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24125.jpg,3.8401032959517303,No
Bellis perennis,24175,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24175.jpeg,4.179383434928463,Yes
Bellis perennis,24222,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24222.jpg,3.782658170958892,Yes
Bellis perennis,24309,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24309.jpeg,3.92725902651523,No
Bellis perennis,24332,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24332.jpeg,3.3848674002560157,Yes
Bellis perennis,24336,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24336.jpg,3.468449966921892,No
Bellis perennis,24386,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24386.jpeg,4.17616262959852,Yes
Bellis perennis,24605,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24605.jpg,2.881635761016472,No
Bellis perennis,24634,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24634.jpg,2.947502990374085,No
Bellis perennis,24663,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24663.jpg,3.600101084429756,Yes
Bellis perennis,2468,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2468.jpeg,4.55623464567737,No
Bellis perennis,24790,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24790.jpeg,4.30939022561233,No
Bellis perennis,24845,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24845.jpeg,2.664452607178062,Yes
Bellis perennis,24903,No,No,D:\iNaturalist\test_3000\Bellis_perennis_24903.jpg,3.2741404857442507,No
Bellis perennis,25084,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25084.jpeg,3.559072421716679,No
Bellis perennis,25085,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25085.jpeg,5.169722441067217,No
Bellis perennis,25112,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25112.jpg,4.946163820346283,No
Bellis perennis,25124,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25124.jpeg,3.587258635698509,No
Bellis perennis,25249,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25249.jpeg,3.835481079099964,Yes
Bellis perennis,25288,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25288.jpg,3.64169726342071,No
Bellis perennis,25316,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25316.jpg,2.9350077324710657,No
Bellis perennis,25357,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25357.jpeg,4.1230065590902765,Yes
Bellis perennis,25538,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25538.jpeg,3.5626368882764745,No
Bellis perennis,2555,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2555.jpeg,3.243651820232807,No
Bellis perennis,25582,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25582.jpeg,4.863788123947824,No
Bellis perennis,25614,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25614.jpg,3.36623903681774,No
Bellis perennis,25681,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25681.jpg,4.21342207918105,No
Bellis perennis,25709,No,No,D:\iNaturalist\test_3000\Bellis_perennis_25709.jpg,3.501559692779189,No
Bellis perennis,25736,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_25736.jpeg,5.973400840972687,No
Bellis perennis,2581,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2581.jpg,3.932429829094104,Yes
Bellis perennis,26044,Yes,No,D:\iNaturalist\test_3000\Bellis_perennis_26044.jpg,4.5958660502198025,No
Bellis perennis,26074,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26074.jpeg,3.534348063138008,No
Bellis perennis,2628,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2628.jpeg,4.373234519771731,No
Bellis perennis,2631,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2631.jpg,3.527189068051603,No
Bellis perennis,26337,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26337.jpg,3.342545460967159,No
Bellis perennis,26490,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26490.jpeg,4.719614265119208,No
Bellis perennis,2650,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2650.jpeg,3.925268061966584,No
Bellis perennis,26554,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26554.jpeg,5.536469740152995,No
Bellis perennis,26666,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26666.jpeg,3.058920482938285,Yes
Bellis perennis,26672,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26672.jpg,2.794380538384996,No
Bellis perennis,26682,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26682.jpeg,4.849140847805249,No
Bellis perennis,26739,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26739.jpg,3.3612326794440386,No
Bellis perennis,26795,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26795.jpeg,3.4002641364285715,No
Bellis perennis,26865,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26865.jpg,4.495929219332226,No
Bellis perennis,26873,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26873.jpg,3.750951328535838,No
Bellis perennis,26949,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26949.jpg,3.886151182252171,No
Bellis perennis,26991,No,No,D:\iNaturalist\test_3000\Bellis_perennis_26991.jpeg,2.5322729803443087,No
Bellis perennis,27131,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27131.jpeg,3.6448707812987977,Yes
Bellis perennis,27454,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27454.jpg,3.2659206755945323,Yes
Bellis perennis,2756,No,No,D:\iNaturalist\test_3000\Bellis_perennis_2756.jpeg,4.7627942092634905,No
Bellis perennis,27739,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27739.jpeg,4.017294344808159,No
Bellis perennis,27756,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27756.jpeg,3.2403810331693097,No
Bellis perennis,27783,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27783.jpg,4.1990751689996735,No
Bellis perennis,27875,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27875.jpeg,3.968374313881177,Yes
Bellis perennis,27901,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27901.jpeg,4.469139204303612,No
Bellis perennis,27912,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27912.jpeg,4.517513434782185,No
Bellis perennis,27930,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27930.jpeg,3.5745329538345083,No
Bellis perennis,27948,No,No,D:\iNaturalist\test_3000\Bellis_perennis_27948.jpeg,5.060625826554673,Yes
Bellis perennis,28038,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28038.jpeg,4.736683845743585,No
Bellis perennis,28104,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28104.jpg,3.434742862482429,Yes
Bellis perennis,28123,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28123.jpeg,4.17658658079429,No
Bellis perennis,28205,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28205.jpg,3.831070654343671,Yes
Bellis perennis,28313,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28313.jpg,2.729578018485712,Yes
Bellis perennis,28325,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28325.jpg,4.7167575408253,No
Bellis perennis,28535,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28535.jpg,4.005309619861531,No
Bellis perennis,28613,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28613.jpeg,3.373221538963989,No
Bellis perennis,28673,No,No,D:\iNaturalist\test_3000\Bellis_perennis_28673.jpg,3.9111793100602346,No
